Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 20 HeLa cells	Peptides Blank	Peptides Single cell 1	Peptides Single cell 2	Peptides Single cell 4	Peptides 100 HeLa cells	Peptides Single cell 3	Razor + unique peptides 20 HeLa cells	Razor + unique peptides Blank	Razor + unique peptides Single cell 1	Razor + unique peptides Single cell 2	Razor + unique peptides Single cell 4	Razor + unique peptides 100 HeLa cells	Razor + unique peptides Single cell 3	Unique peptides 20 HeLa cells	Unique peptides Blank	Unique peptides Single cell 1	Unique peptides Single cell 2	Unique peptides Single cell 4	Unique peptides 100 HeLa cells	Unique peptides Single cell 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 20 HeLa cells	Identification type Blank	Identification type Single cell 1	Identification type Single cell 2	Identification type Single cell 4	Identification type 100 HeLa cells	Identification type Single cell 3	Sequence coverage 20 HeLa cells [%]	Sequence coverage Blank [%]	Sequence coverage Single cell 1 [%]	Sequence coverage Single cell 2 [%]	Sequence coverage Single cell 4 [%]	Sequence coverage 100 HeLa cells [%]	Sequence coverage Single cell 3 [%]	Intensity	Intensity 20 HeLa cells	Intensity Blank	Intensity Single cell 1	Intensity Single cell 2	Intensity Single cell 4	Intensity 100 HeLa cells	Intensity Single cell 3	iBAQ	iBAQ 20 HeLa cells	iBAQ Blank	iBAQ Single cell 1	iBAQ Single cell 2	iBAQ Single cell 4	iBAQ 100 HeLa cells	iBAQ Single cell 3	LFQ intensity 20 HeLa cells	LFQ intensity Blank	LFQ intensity Single cell 1	LFQ intensity Single cell 2	LFQ intensity Single cell 4	LFQ intensity 100 HeLa cells	LFQ intensity Single cell 3	MS/MS count 20 HeLa cells	MS/MS count Blank	MS/MS count Single cell 1	MS/MS count Single cell 2	MS/MS count Single cell 4	MS/MS count 100 HeLa cells	MS/MS count Single cell 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q15165	Q15165	1	1	1	Serum paraoxonase/arylesterase 2	PON2	sp|Q15165|PON2_HUMAN Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2.5	2.5	2.5	39.38	354	354	0.002454	1.8791						By MS/MS		0	0	0	0	0	2.5	0	990500	0	0	0	0	0	990500	0	58265	0	0	0	0	0	58265	0	0	0	0	0	0	149830	0	0	0	0	0	0	1	0	1				1213	6563	TRUE	6729	21156	15360	15360		
Q15181	Q15181	7	7	7	Inorganic pyrophosphatase	PPA1	sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2	1	7	7	7	6	0	3	2	4	5	1	6	0	3	2	4	5	1	6	0	3	2	4	5	1	29.8	29.8	29.8	32.66	289	289	0	22.524	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	23.2	0	9	5.5	15.6	20.4	2.4	18050000	2350100	0	89467	53777	376900	15057000	122360	902500	117500	0	4473.3	2688.8	18845	752870	6118	1245400	0	1918200	1299000	1547100	2179200	0	7	0	0	0	1	5	0	13				1214	96;1565;1817;3653;4364;12351;12534	True;True;True;True;True;True;True	98;1610;1868;3750;3751;4476;12675;12860	274;275;276;277;278;5149;5150;5151;6049;6050;6051;6052;11884;11885;14119;38827;38828;38829;38830;39391;39392;39393;39394	197;198;199;3801;4412;4413;8634;8635;10323;28482;28483;28913;28914	198;3801;4413;8635;10323;28483;28914	389	243
Q15185	Q15185	6	6	6	Prostaglandin E synthase 3	PTGES3	sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1	1	6	6	6	6	0	4	5	6	5	4	6	0	4	5	6	5	4	6	0	4	5	6	5	4	41.2	41.2	41.2	18.697	160	160	0	59.159	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	41.2	0	23.1	33.8	41.2	33.8	28.8	81736000	7859600	0	479950	598030	1414300	70538000	846560	9081800	873290	0	53328	66447	157140	7837500	94062	7952600	0	7756300	8446500	5299800	9743200	4686600	6	0	2	3	5	5	3	24				1215	1937;3452;4265;6728;7087;9547	True;True;True;True;True;True	1990;3544;4374;6904;7268;9802	6441;6442;6443;6444;6445;11245;11246;11247;11248;11249;11250;13797;13798;13799;13800;13801;21664;21665;22863;22864;22865;22866;22867;22868;29895;29896;29897;29898;29899;29900	4705;4706;4707;4708;4709;8185;8186;8187;8188;10069;10070;10071;10072;15739;16624;16625;16626;16627;16628;16629;21780;21781;21782;21783	4705;8186;10069;15739;16624;21781		
Q15233	Q15233	12	11	11	Non-POU domain-containing octamer-binding protein	NONO	sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	1	12	11	11	8	0	5	5	7	9	6	7	0	5	5	7	8	5	7	0	5	5	7	8	5	25.9	24.2	24.2	54.231	471	471	0	41.594	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.3	0	11	11	14.6	21	13.8	52193000	7214000	0	830930	1090400	1984100	40322000	752170	2007400	277460	0	31959	41937	76312	1550800	28930	7368600	0	11613000	16454000	9057000	3710100	3760900	9	0	4	3	5	10	4	35				1216	97;416;1215;1389;2723;2753;3673;4163;6082;9016;10289;11112	True;True;False;True;True;True;True;True;True;True;True;True	99;429;1249;1428;2795;2825;3774;4272;6240;9254;9255;10565;11405;11406	279;280;281;282;283;284;1318;1319;4057;4058;4059;4577;9002;9003;9004;9005;9006;9007;9008;9094;9095;11981;11982;11983;11984;11985;11986;11987;11988;11989;11990;13485;19636;28348;28349;28350;28351;28352;28353;28354;28355;32242;32243;32244;32245;34952;34953;34954	200;201;202;203;954;955;2998;2999;3000;3384;6534;6535;6536;6537;6538;6539;6540;6614;8701;8702;8703;8704;8705;8706;8707;8708;8709;8710;9799;14268;20665;20666;20667;20668;20669;23536;25541;25542	201;954;2999;3384;6540;6614;8704;9799;14268;20667;23536;25542	390;391	132;326
Q15286	Q15286	1	1	1	Ras-related protein Rab-35	RAB35	sp|Q15286|RAB35_HUMAN Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5.5	5.5	5.5	23.025	201	201	0.0030618	1.8644						By MS/MS		0	0	0	0	0	5.5	0	789470	0	0	0	0	0	789470	0	52632	0	0	0	0	0	52632	0	0	0	0	0	0	119420	0	0	0	0	0	0	1	0	1				1217	8535	TRUE	8766	26981	19667	19667		
Q15287	Q15287	1	1	1	RNA-binding protein with serine-rich domain 1	RNPS1	sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4.9	4.9	4.9	34.208	305	305	0.0012508	2.1125						By MS/MS		0	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				1218	4101	TRUE	4208	13304	9657	9657		
Q15293	Q15293	7	7	7	Reticulocalbin-1	RCN1	sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1	1	7	7	7	2	0	2	2	2	6	0	2	0	2	2	2	6	0	2	0	2	2	2	6	0	26.6	26.6	26.6	38.89	331	331	0	42.639	By MS/MS		By MS/MS	By matching	By MS/MS	By MS/MS		4.8	0	5.7	5.7	4.8	24.5	0	10237000	883940	0	189040	84129	369720	8709900	0	682450	58929	0	12602	5608.6	24648	580660	0	0	0	2514300	1215200	0	0	0	2	0	1	0	1	6	0	10				1219	36;2539;4415;5199;8172;9211;10273	True;True;True;True;True;True;True	36;2604;4529;5335;8395;9457;10548	81;82;83;8348;8349;8350;8351;14291;16730;25948;28910;28911;28912;32193	66;67;6071;10455;12223;18914;21063;21064;21065;23495	66;6071;10455;12223;18914;21065;23495		
Q15363	Q15363	1	1	1	Transmembrane emp24 domain-containing protein 2	TMED2	sp|Q15363|TMED2_HUMAN Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TMED2 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4.5	4.5	4.5	22.761	201	201	0.0012531	2.1379						By MS/MS		0	0	0	0	0	4.5	0	1107500	0	0	0	0	0	1107500	0	100680	0	0	0	0	0	100680	0	0	0	0	0	0	167540	0	0	0	0	0	0	1	0	1				1220	4173	TRUE	4282	13522	9829	9829		
Q15365	Q15365	10	10	7	Poly(rC)-binding protein 1	PCBP1	sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2	1	10	10	7	7	0	4	5	7	10	4	7	0	4	5	7	10	4	5	0	3	4	5	7	3	39.9	39.9	28.9	37.497	356	356	0	54.451	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.3	0	12.6	16.3	26.4	39.9	14.3	115450000	8334000	0	258880	451660	1841600	103420000	1142700	5497600	396860	0	12328	21508	87697	4924800	54416	10986000	0	5204500	8549400	8513200	7575000	6789300	7	0	2	3	6	11	1	30				1221	347;579;2599;4476;4841;5010;6030;7288;8287;8330	True;True;True;True;True;True;True;True;True;True	358;602;2664;2665;4591;4961;5139;6186;6187;7473;8513;8557	1093;1911;1912;1913;1914;8553;8554;8555;14465;14466;14467;14468;14469;14470;15656;15657;15658;15659;15660;16129;16130;16131;16132;16133;16134;19506;19507;23555;23556;23557;23558;23559;26274;26275;26276;26277;26385	803;1427;1428;1429;1430;6204;6205;10587;10588;10589;10590;11444;11445;11446;11789;11790;11791;11792;11793;11794;14178;14179;17152;17153;17154;17155;17156;19170;19171;19241	803;1429;6204;10588;11445;11790;14178;17152;19170;19241	392;393	87;137
Q15366;P57721	Q15366	9;3	6;1	6;1	Poly(rC)-binding protein 2	PCBP2	sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1	2	9	6	6	8	0	2	2	7	9	4	6	0	1	1	5	6	3	6	0	1	1	5	6	3	38.1	27.4	27.4	38.58	365	365;371	0	56.973	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	35.9	0	6.8	6.8	29.6	38.1	13.4	115830000	8034600	0	94019	93383	1049100	106200000	365450	5791600	401730	0	4701	4669.2	52457	5309800	18273	9262800	0	0	0	6967800	8954000	5239200	7	0	1	1	3	7	1	20				1222	347;578;2599;4074;4477;4840;5010;6031;7287	False;True;False;True;True;True;False;True;True	358;601;2664;2665;4181;4592;4960;5139;6188;6189;7472	1093;1908;1909;1910;8553;8554;8555;13238;13239;13240;13241;14471;14472;14473;14474;15652;15653;15654;15655;16129;16130;16131;16132;16133;16134;19508;19509;23549;23550;23551;23552;23553;23554	803;1425;1426;6204;6205;9598;9599;9600;9601;10591;10592;10593;11441;11442;11443;11789;11790;11791;11792;11793;11794;14180;14181;17146;17147;17148;17149;17150;17151	803;1425;6204;9601;10592;11442;11790;14181;17146	392;394	87;137
Q15369	Q15369	4	4	4	Transcription elongation factor B polypeptide 1	TCEB1	sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1	1	4	4	4	2	0	2	2	2	4	1	2	0	2	2	2	4	1	2	0	2	2	2	4	1	40.2	40.2	40.2	12.473	112	112	0	8.5888	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	20.5	0	20.5	20.5	20.5	40.2	10.7	16746000	2996900	0	182860	145890	540820	12733000	146690	2093300	374610	0	22858	18236	67602	1591700	18336	2371800	0	2720400	2356900	2566200	1732600	0	3	0	0	0	2	5	0	10				1223	6425;8805;10840;10979	True;True;True;True	6589;9040;11129;11269	20668;20669;20670;20671;20672;20673;20674;20675;27763;27764;27765;27766;27767;34059;34516	15004;15005;15006;15007;15008;20230;20231;20232;24874;25223	15004;20230;24874;25223		
Q15370	Q15370	6	6	6	Transcription elongation factor B polypeptide 2	TCEB2	sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1	1	6	6	6	4	0	2	1	2	6	0	4	0	2	1	2	6	0	4	0	2	1	2	6	0	42.4	42.4	42.4	13.133	118	118	0	39.276	By MS/MS		By matching	By matching	By MS/MS	By MS/MS		35.6	0	21.2	21.2	21.2	42.4	0	19354000	1978900	0	44481	35638	224630	17070000	0	1935400	197890	0	4448.1	3563.8	22463	1707000	0	1495900	0	998020	0	1517700	2092700	0	3	0	0	0	1	6	0	10				1224	1526;8098;8928;10478;10479;10718	True;True;True;True;True;True	1570;8320;9165;10759;10760;11005	5038;5039;25729;25730;25731;25732;28126;28127;32904;32905;32906;32907;32908;32909;33679	3721;18764;18765;20505;20506;24028;24029;24030;24031;24595	3721;18765;20506;24028;24030;24595		
Q15382	Q15382	4	4	4	GTP-binding protein Rheb	RHEB	sp|Q15382|RHEB_HUMAN GTP-binding protein Rheb OS=Homo sapiens OX=9606 GN=RHEB PE=1 SV=1	1	4	4	4	2	0	0	0	0	4	0	2	0	0	0	0	4	0	2	0	0	0	0	4	0	17.4	17.4	17.4	20.497	184	184	0	3.7462	By MS/MS					By MS/MS		9.2	0	0	0	0	17.4	0	4657300	233990	0	0	0	0	4423300	0	388100	19499	0	0	0	0	368610	0	0	0	0	0	0	669110	0	1	0	0	0	0	4	0	5				1225	2510;4464;4805;11375	True;True;True;True	2575;4579;4923;11674	8289;8290;14423;15500;15501;35807	6032;6033;10561;11327;26215	6033;10561;11327;26215		
Q15392	Q15392	2	2	2	Delta(24)-sterol reductase	DHCR24	sp|Q15392|DHC24_HUMAN Delta(24)-sterol reductase OS=Homo sapiens OX=9606 GN=DHCR24 PE=1 SV=2	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	4.1	4.1	4.1	60.101	516	516	0.00064103	2.3239						By MS/MS		0	0	0	0	0	4.1	0	1995100	0	0	0	0	0	1995100	0	86743	0	0	0	0	0	86743	0	0	0	0	0	0	301800	0	0	0	0	0	0	2	0	2				1226	6201;7128	True;True	6361;7310	20008;23002	14528;16725	14528;16725		
Q15393	Q15393	11	11	11	Splicing factor 3B subunit 3	SF3B3	sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4	1	11	11	11	5	0	2	3	2	10	2	5	0	2	3	2	10	2	5	0	2	3	2	10	2	10.4	10.4	10.4	135.58	1217	1217	0	21.07	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	4.8	0	2.3	3	2.3	9.4	2.2	22906000	1895000	0	67141	110920	131180	20415000	287050	381770	31584	0	1119	1848.7	2186.3	340250	4784.2	1203300	0	1636900	2237300	1094800	2211000	1127200	5	0	0	0	1	10	0	16				1227	452;2904;2982;4761;5293;7095;8010;9992;10054;10615;10784	True;True;True;True;True;True;True;True;True;True;True	467;2982;3060;4879;5431;7277;8232;10259;10321;10899;11071	1444;9552;9553;9554;9766;9767;9768;9769;15359;15360;17012;22898;25496;31319;31320;31505;33332;33333;33334;33335;33336;33337;33869;33870	1067;6949;6950;7098;7099;11211;11212;12429;16648;18595;22820;22950;24352;24353;24741;24742	1067;6950;7099;11212;12429;16648;18595;22820;22950;24353;24742		
Q15404	Q15404	4	4	4	Ras suppressor protein 1	RSU1	sp|Q15404|RSU1_HUMAN Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3	1	4	4	4	2	0	0	0	1	3	1	2	0	0	0	1	3	1	2	0	0	0	1	3	1	20.6	20.6	20.6	31.54	277	277	0	10.179	By MS/MS				By MS/MS	By MS/MS	By matching	11.9	0	0	0	3.2	11.9	2.5	13512000	1033200	0	0	0	90714	12313000	75504	900830	68881	0	0	0	6047.6	820870	5033.6	0	0	0	0	0	1862600	0	2	0	0	0	1	3	0	6				1228	2317;6858;7151;7752	True;True;True;True	2376;7037;7334;7964	7658;7659;7660;22068;22069;23078;24764	5594;5595;5596;16042;16768;18051	5594;16042;16768;18051		
Q15413	Q15413	1	1	1	Ryanodine receptor 3	RYR3	sp|Q15413|RYR3_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=3	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0.2	0.2	0.2	552.04	4870	4870	0.0053444	1.6301			By matching			By MS/MS	By matching	0	0	0.2	0	0	0.2	0.2	1914600	0	0	28161	0	0	1817200	69175	7091	0	0	104.3	0	0	6730.5	256.2	0	0	0	0	0	0	356860	0	0	0	0	0	1	0	1				1229	10798	TRUE	11085	33911;33912;33913	24766	24766		
Q15417	Q15417	3	2	2	Calponin-3	CNN3	sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1	1	3	2	2	2	0	1	1	2	3	1	1	0	0	0	1	2	0	1	0	0	0	1	2	0	9.4	6.1	6.1	36.413	329	329	0	4.0039	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By matching	6.7	0	3.3	3.3	6.7	9.4	3.3	2261900	196200	0	0	0	170060	1895600	0	119050	10326	0	0	0	8950.6	99769	0	0	0	0	0	0	286750	0	1	0	0	0	1	2	0	4				1230	3501;3786;3879	True;True;False	3593;3887;3980	11401;11402;11403;12373;12645;12646;12647;12648;12649;12650	8292;8293;8294;8968;9165;9166;9167;9168;9169;9170	8292;8968;9165		
Q15424;Q14151	Q15424;Q14151	3;2	3;2	3;2	Scaffold attachment factor B1;Scaffold attachment factor B2	SAFB;SAFB2	sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4;sp|Q14151|SAFB2_HUMAN Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1	2	3	3	3	2	0	2	2	2	2	0	2	0	2	2	2	2	0	2	0	2	2	2	2	0	3.6	3.6	3.6	102.64	915	915;953	0	7.7934	By MS/MS		By matching	By matching	By MS/MS	By MS/MS		2.1	0	2.1	2.1	2.1	2.5	0	2946300	461240	0	60624	93034	121210	2210200	0	60128	9413.1	0	1237.2	1898.7	2473.6	45105	0	492940	0	777220	1313300	537680	0	0	2	0	0	0	1	2	0	5				1231	235;4879;9589	True;True;True	243;4999;9845	739;740;741;742;743;15762;15763;15764;15765;30039	541;542;11523;11524;21885	541;11523;21885		
Q15428	Q15428	2	2	2	Splicing factor 3A subunit 2	SF3A2	sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5.2	5.2	5.2	49.255	464	464	0	16.789						By MS/MS		0	0	0	0	0	5.2	0	2136200	0	0	0	0	0	2136200	0	125660	0	0	0	0	0	125660	0	0	0	0	0	0	323150	0	0	0	0	0	0	2	0	2				1232	2059;10342	True;True	2114;10618	6831;32413	4965;23651	4965;23651		
Q15436	Q15436	3	3	3	Protein transport protein Sec23A	SEC23A	sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2	1	3	3	3	2	0	0	0	0	2	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	5.2	5.2	5.2	86.16	765	765	0	7.7641	By MS/MS					By MS/MS		3.8	0	0	0	0	3	0	2870000	424550	0	0	0	0	2445500	0	73591	10886	0	0	0	0	62705	0	424550	0	0	0	0	0	0	2	0	0	0	0	2	0	4				1233	4262;10051;12324	True;True;True	4371;10318;12648	13791;31501;38729;38730	10063;22946;28410;28411	10063;22946;28411		
Q15459	Q15459	7	7	7	Splicing factor 3A subunit 1	SF3A1	sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1	1	7	7	7	6	0	2	1	3	4	0	6	0	2	1	3	4	0	6	0	2	1	3	4	0	10.5	10.5	10.5	88.885	793	793	0	15.164	By MS/MS		By matching	By matching	By matching	By MS/MS		9.6	0	3.4	1.6	5.2	5	0	9053700	1882800	0	59407	32538	330730	6748200	0	196820	40930	0	1291.5	707.35	7189.8	146700	0	1248700	0	1502000	0	1297500	1046400	0	6	0	0	0	0	4	0	10				1234	2677;4692;7068;7184;9140;10639;11693	True;True;True;True;True;True;True	2746;4808;7249;7368;9382;10924;12002	8831;15119;15120;22794;22795;22796;23178;28686;28687;33417;33418;36883;36884;36885;36886;36887	6418;11047;11048;16574;16575;16848;20906;24404;27036;27037	6418;11048;16575;16848;20906;24404;27036		
Q15582	Q15582	2	2	2	Transforming growth factor-beta-induced protein ig-h3	TGFBI	sp|Q15582|BGH3_HUMAN Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	1	2	2	2	1	0	0	0	2	1	1	1	0	0	0	2	1	1	1	0	0	0	2	1	1	3.7	3.7	3.7	74.68	683	683	0	4.3708	By MS/MS				By matching	By MS/MS	By matching	1.8	0	0	0	3.7	1.9	1.9	2285500	266380	0	0	0	149060	1809600	60510	57138	6659.5	0	0	0	3726.5	45239	1512.8	0	0	0	0	630760	0	0	1	0	0	0	0	1	0	2				1235	7098;8139	True;True	7280;8361	22902;22903;25845;25846;25847	16653;18850	16653;18850		
Q15599	Q15599	4	4	4	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	SLC9A3R2	sp|Q15599|NHRF2_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens OX=9606 GN=SLC9A3R2 PE=1 SV=2	1	4	4	4	1	0	0	0	1	4	0	1	0	0	0	1	4	0	1	0	0	0	1	4	0	13.4	13.4	13.4	37.413	337	337	0	10.628	By MS/MS				By matching	By MS/MS		3.9	0	0	0	3.9	13.4	0	3116800	151510	0	0	0	54577	2910700	0	148420	7214.8	0	0	0	2598.9	138600	0	0	0	0	0	0	440300	0	1	0	0	0	0	4	0	5				1236	4134;6379;6640;9999	True;True;True;True	4242;6542;6806;10266	13397;20523;20524;20525;21381;31341	9736;14910;14911;15536;22837	9736;14910;15536;22837		
Q15631	Q15631	5	5	5	Translin	TSN	sp|Q15631|TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1	1	5	5	5	4	0	0	0	3	2	0	4	0	0	0	3	2	0	4	0	0	0	3	2	0	24.1	24.1	24.1	26.183	228	228	0	40.223	By MS/MS				By matching	By MS/MS		24.1	0	0	0	18.4	10.5	0	7063400	2426200	0	0	0	158310	4478900	0	504530	173300	0	0	0	11308	319920	0	2063200	0	0	0	1033000	0	0	4	0	0	0	0	1	0	5				1237	2081;7055;7056;8091;11096	True;True;True;True;True	2136;7236;7237;8313;11389	6899;6900;6901;6902;22759;22760;25702;25703;34888;34889;34890	5020;5021;16547;16548;18747;25496	5020;16547;16548;18747;25496		
Q15637	Q15637	5	5	5	Splicing factor 1	SF1	sp|Q15637|SF01_HUMAN Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4	1	5	5	5	4	0	2	2	3	3	0	4	0	2	2	3	3	0	4	0	2	2	3	3	0	9.9	9.9	9.9	68.329	639	639	0	14.334	By MS/MS		By matching	By MS/MS	By matching	By MS/MS		7.8	0	3.3	3.3	5.6	5.8	0	8379200	1598200	0	114900	124190	268860	6273000	0	441010	84115	0	6047.4	6536.4	14151	330160	0	1216100	0	1701300	1988400	1001400	1096300	0	4	0	0	1	0	3	0	8				1238	1067;3109;4955;8298;9579	True;True;True;True;True	1100;3189;5078;8525;9835	3571;3572;10160;15962;15963;15964;15965;26316;26317;30005;30006;30007;30008;30009	2619;7419;11664;11665;19193;19194;21861;21862	2619;7419;11664;19193;21862		
Q15642	Q15642	2	2	2	Cdc42-interacting protein 4	TRIP10	sp|Q15642|CIP4_HUMAN Cdc42-interacting protein 4 OS=Homo sapiens OX=9606 GN=TRIP10 PE=1 SV=3	1	2	2	2	2	0	0	0	1	1	0	2	0	0	0	1	1	0	2	0	0	0	1	1	0	4.5	4.5	4.5	68.351	601	601	0.00068399	3.1016	By MS/MS				By matching	By matching		4.5	0	0	0	3	1.5	0	974720	526110	0	0	0	45535	403070	0	28668	15474	0	0	0	1339.3	11855	0	526110	0	0	0	0	0	0	2	0	0	0	0	0	0	2				1239	854;5958	True;True	885;6111	2818;2819;19292;19293	2080;14025	2080;14025		
Q15645	Q15645	11	11	11	Pachytene checkpoint protein 2 homolog	TRIP13	sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2	1	11	11	11	6	0	1	0	1	8	2	6	0	1	0	1	8	2	6	0	1	0	1	8	2	26.6	26.6	26.6	48.55	432	432	0	29.407	By MS/MS		By matching		By matching	By MS/MS	By matching	12.7	0	2.3	0	3.2	21.1	5.3	21893000	2574400	0	31680	0	29237	19081000	176770	875720	102980	0	1267.2	0	1169.5	763230	7070.8	2407500	0	0	0	0	2689800	1275400	6	0	0	0	0	8	0	14				1240	471;4557;5432;7003;8009;8152;8520;8692;11954;11961;11962	True;True;True;True;True;True;True;True;True;True;True	486;4672;5572;7183;8231;8374;8751;8925;12270;12277;12278	1507;1508;1509;1510;14719;14720;17442;22563;25494;25495;25877;26952;27422;27423;37775;37776;37800;37801;37802	1114;10777;10778;12743;16404;18593;18594;18870;19650;19985;27668;27669;27683;27684	1114;10778;12743;16404;18594;18870;19650;19985;27669;27683;27684		
Q15651	Q15651	3	3	1	High mobility group nucleosome-binding domain-containing protein 3	HMGN3	sp|Q15651|HMGN3_HUMAN High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=HMGN3 PE=1 SV=2	1	3	3	1	1	0	1	1	1	2	1	1	0	1	1	1	2	1	0	0	0	0	0	1	0	25.3	25.3	12.1	10.666	99	99	0	6.0945	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	13.1	0	13.1	13.1	13.1	21.2	13.1	6318600	2116800	0	505760	511120	607430	2513200	64246	1579600	529210	0	126440	127780	151860	628290	16062	0	0	0	0	0	380170	0	1	0	1	1	1	3	0	7				1241	2274;6944;8062	True;True;True	2333;7124;8284	7512;22357;22358;22359;22360;22361;25605	5473;5474;16232;16233;16234;16235;18679	5474;16233;18679		
